tweet_id,category
793769625553100801,unclassified
783079185480839168,religious-referential
783056540374822912,religious-referential
783048995044110337,unclassified
783033890323726336,diplomatic-relational
783026344926011394,diplomatic-relational
783018801340162049,unclassified
783011241686097921,religious-referential
783003697915789313,religious-referential
782996145832357888,religious-referential
782990851060432897,digital-influential
782988603123240960,diplomatic-relational
782981038972764161,digital-influential
782973486742450176,religious-referential
782968204662497280,digital-influential
782965945807495168,unclassified
782958399453556736,unclassified
782950837500850178,diplomatic-relational
782935741437542400,diplomatic-relational
782929954140893184,digital-influential
782928201832071170,diplomatic-relational
782920640181379072,religious-referential
782913087695261696,unclassified
782905542373027840,religious-referential
782897990143008768,diplomatic-relational
782890441456881665,digital-influential
782882890627579905,unclassified
782878863294685184,digital-influential
782875337927585792,religious-referential
782867796153688064,unclassified
782852692876095488,religious-referential
782837593763225600,unclassified
782830043332501505,unclassified
782822495674068993,digital-influential
782807391482028032,religious-referential
782792294801940480,digital-influential
782777193084575744,religious-referential
782768888777801728,digital-influential
782762096299741184,religious-referential
782746993756102656,unclassified
782731898745303040,religious-referential
772207630542446592,diplomatic-relational
772184937407447041,religious-referential
772177401241403392,religious-referential
772166069435834370,unclassified
772162290757926912,unclassified
772154770144370689,religious-referential
772147201082478592,diplomatic-relational
772139793090084864,unclassified
772132117761236992,diplomatic-relational
772124557398335489,diplomatic-relational
772116999996530688,digital-influential
772109435078455296,unclassified
772101943737012228,unclassified
772094326599921664,religious-referential
772086871505588229,religious-referential
772079229588557825,religious-referential
772071806253473792,unclassified
772064121990680576,diplomatic-relational
772060372769443844,religious-referential
772056615293902849,digital-influential
772056605710049280,religious-referential
772056283088379908,religious-referential
772056151588532224,religious-referential
772056008705314816,unclassified
772055796121210881,unclassified
772055733890416640,religious-referential
772055276333764609,religious-referential
772055070137585665,religious-referential
772054882765402112,unclassified
772054716675133441,diplomatic-relational
772054390702243840,diplomatic-relational
772049019786833920,diplomatic-relational
772045249392672769,religious-referential
772041542819155968,religious-referential
772037206802362368,religious-referential
772033937514213376,diplomatic-relational
772026392137506817,unclassified
772018839131348994,diplomatic-relational
772011288654323712,religious-referential
772003730212257793,unclassified
761335927390154752,digital-influential
761313285165621248,religious-referential
761305754468913152,unclassified
761290658892034048,unclassified
761275534558896130,unclassified
761267988515344384,religious-referential
761263460579614721,digital-influential
761260450222747648,religious-referential
761252876752523264,religious-referential
761241819552157697,digital-influential
761237786422673409,unclassified
761230250516688896,digital-influential
761222697812582400,religious-referential
761215146173669376,religious-referential
761207581922570240,religious-referential
761200058255548416,unclassified
761194517785513984,digital-influential
761192492901412864,digital-influential
761185104295178241,religious-referential
761177378747842560,religious-referential
761169844892872704,religious-referential
761162282189455360,unclassified
761154737706143744,unclassified
761147200248303618,religious-referential
761139897600135168,digital-influential
761139634726248448,unclassified
761132088175173632,religious-referential
761124554966040577,unclassified
761116997887209472,religious-referential
761109454410555392,diplomatic-relational
761101893791723520,religious-referential
761094361606086656,religious-referential
761086791508037632,religious-referential
761064137975668736,unclassified
761064132078514176,digital-influential
761049025667751938,unclassified
761033946238820353,diplomatic-relational
761018852402606081,unclassified
761013577381662720,digital-influential
761003748269264897,unclassified
750464296379822083,unclassified
750441632911069184,religious-referential
750434120069550080,unclassified
750430325453447169,unclassified
750426539645296640,unclassified
750422754915037185,unclassified
750419014099177472,religious-referential
750411435188973569,religious-referential
750407655273828352,unclassified
750403909911388160,religious-referential
750400126250684416,unclassified
750396859294715904,digital-influential
750396360415817728,diplomatic-relational
750396343382712320,unclassified
750392578726514688,unclassified
750385013837881345,unclassified
750381259843444736,religious-referential
750377470617001988,unclassified
750373844985061376,digital-influential
750369905778708480,unclassified
750366159053004800,unclassified
750366139734044672,unclassified
750358639584514048,unclassified
750351060309450752,diplomatic-relational
750343549569216514,unclassified
750335940908847104,diplomatic-relational
750328427677233153,unclassified
750322126779916288,digital-influential
750320859152195586,unclassified
